"_messagetimems","_messagetime","_raw"
"1528908360000","06/14/2018 00:46:00.000 +0800","Jun 13 09:46:00 localhost haproxy[387232]: 67.137.12.226:61523 [13/Jun/2018:09:45:52.411] ft_lm_customer_ssl~ scentsy.logicmonitor.com/prod30.dc4.logicmonitor.net 8046/0/0/15/8061 200 196 - - ---- 246/246/0/1/0 0/0 {scentsy.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p10.dc4.prod"
"1528904756000","06/13/2018 23:45:56.000 +0800","Jun 13 08:45:56 localhost haproxy[122947]: 64.73.113.252:18641 [13/Jun/2018:08:45:56.378] ft_lm_customer_ssl~ michaelbest.logicmonitor.com/prod35.la3.logicmonitor.net 135/0/1/21/158 200 196 - - ---- 337/337/0/1/0 0/0 {michaelbest.logicmonitor.com|Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.108 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p03.la3.prod"
"1528884483000","06/13/2018 18:08:03.000 +0800","Jun 13 03:08:03 localhost haproxy[96089]: 115.113.84.150:43957 [13/Jun/2018:03:08:03.081] ft_lm_customer_ssl~ hostanalytics.logicmonitor.com/prod38.la3.logicmonitor.net 257/0/0/20/277 200 196 - - ---- 510/510/0/1/0 0/0 {hostanalytics.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p04.la3.prod"
"1528884020000","06/13/2018 18:00:20.000 +0800","Jun 13 03:00:20 localhost haproxy[96090]: 115.113.84.150:14519 [13/Jun/2018:02:59:55.812] ft_lm_customer_ssl~ hostanalytics.logicmonitor.com/prod38.la3.logicmonitor.net 24461/0/0/15/24476 200 196 - - ---- 498/498/0/1/0 0/0 {hostanalytics.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p04.la3.prod"
"1528882262000","06/13/2018 17:31:02.000 +0800","Jun 13 02:31:02 localhost haproxy[133454]: 202.173.25.1:55406 [13/Jun/2018:02:30:54.876] ft_lm_customer_ssl~ logmein.logicmonitor.com/demo02.dc4.logicmonitor.net 7354/0/0/11/7365 200 196 - - ---- 153/153/0/1/0 0/0 {logmein.logicmonitor.com|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p01.dc4.demo"
"1528874275000","06/13/2018 15:17:55.000 +0800","Jun 13 00:17:55 localhost haproxy[162640]: 14.143.12.233:61223 [13/Jun/2018:00:17:52.258] ft_lm_customer_ssl~ inforcloud.logicmonitor.com/prod28.la3.logicmonitor.net 3527/0/0/39/3566 200 196 - - ---- 517/517/0/1/0 0/0 {inforcloud.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p02.la3.prod"
"1528874259000","06/13/2018 15:17:39.000 +0800","Jun 13 00:17:39 localhost haproxy[162639]: 14.143.12.233:30528 [13/Jun/2018:00:17:39.000] ft_lm_customer_ssl~ inforcloud.logicmonitor.com/prod28.la3.logicmonitor.net 870/0/0/15/885 200 196 - - ---- 514/514/0/1/0 0/0 {inforcloud.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.62 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p02.la3.prod"
"1528843365000","06/13/2018 06:42:45.000 +0800","Jun 12 15:42:45 localhost haproxy[133459]: 104.129.192.114:31537 [12/Jun/2018:15:42:32.461] ft_lm_customer_ssl~ chevronfcu.logicmonitor.com/demo02.dc4.logicmonitor.net 12697/0/0/7/12705 200 196 - - ---- 148/148/0/1/0 0/0 {chevronfcu.logicmonitor.com|Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p01.dc4.demo"
"1528839051000","06/13/2018 05:30:51.000 +0800","Jun 12 14:30:51 localhost haproxy[154453]: 174.79.76.34:22455 [12/Jun/2018:14:30:51.010] ft_lm_customer_ssl~ pacificlife.logicmonitor.com/prod39.dc4.logicmonitor.net 115/0/0/5/120 200 196 - - ---- 402/402/0/1/0 0/0 {pacificlife.logicmonitor.com|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p12.dc4.prod"
"1528838697000","06/13/2018 05:24:57.000 +0800","Jun 12 14:24:57 localhost haproxy[25707]: 47.48.201.82:28852 [12/Jun/2018:14:24:47.506] ft_lm_customer_ssl~ utgsolutions.logicmonitor.com/prod57.dc4.logicmonitor.net 10363/0/0/6/10369 200 196 - - ---- 185/185/0/1/0 0/0 {utgsolutions.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p14.dc4.prod"
"1528838361000","06/13/2018 05:19:21.000 +0800","Jun 12 14:19:21 localhost haproxy[4831]: 216.64.213.39:49086 [12/Jun/2018:14:19:18.583] ft_lm_customer_ssl~ theoccsandbox.logicmonitor.com/santaba-i-0fe6dadae0664de00.us-west-1.logicmonitor.net 3099/0/0/16/3115 200 196 - - ---- 1885/1883/0/1/0 0/0 {theoccsandbox.logicmonitor.com|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p01.us-west-1.ng"
"1528827587000","06/13/2018 02:19:47.000 +0800","Jun 12 11:19:47 localhost haproxy[161161]: 50.200.92.90:14941 [12/Jun/2018:11:19:47.606] ft_lm_customer_ssl~ d214.logicmonitor.com/prod42.la3.logicmonitor.net 52/0/0/5/57 200 196 - - ---- 471/471/0/1/0 0/0 {d214.logicmonitor.com|Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p05.la3.prod"
"1528815256000","06/12/2018 22:54:16.000 +0800","Jun 12 07:54:16 localhost haproxy[12901]: 47.220.180.10:52632 [12/Jun/2018:07:53:48.036] ft_lm_customer_ssl~ ivision.logicmonitor.com/prod06.dc4.logicmonitor.net 28236/0/0/20/28256 200 196 - - ---- 242/242/0/1/0 0/0 {ivision.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p05.dc7.prod"
"1528814452000","06/12/2018 22:40:52.000 +0800","Jun 12 07:40:52 localhost haproxy[161155]: 204.156.174.18:46036 [12/Jun/2018:07:40:52.528] ft_lm_customer_ssl~ keystone.logicmonitor.com/prod45.la3.logicmonitor.net 298/0/0/8/306 200 196 - - ---- 498/498/0/1/0 0/0 {keystone.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p05.la3.prod"
"1528812509000","06/12/2018 22:08:29.000 +0800","Jun 12 07:08:29 localhost haproxy[441662]: 63.239.150.254:49500 [12/Jun/2018:07:08:28.421] ft_lm_customer_ssl~ lewan.logicmonitor.com/prod39.dc4.logicmonitor.net 790/0/0/128/918 200 196 - - ---- 412/412/0/1/0 0/0 {lewan.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p12.dc4.prod"
"1528812446000","06/12/2018 22:07:26.000 +0800","Jun 12 07:07:26 localhost haproxy[112636]: 65.175.32.106:64572 [12/Jun/2018:07:07:11.422] ft_lm_customer_ssl~ wmp.logicmonitor.com/prod09.dc4.logicmonitor.net 15160/0/0/19/15179 200 196 - - ---- 219/219/1/2/0 0/0 {wmp.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p06.dc7.prod"
"1528808622000","06/12/2018 21:03:42.000 +0800","Jun 12 06:03:42 localhost haproxy[336151]: 193.191.156.13:50809 [12/Jun/2018:06:03:42.098] ft_lm_customer_ssl~ hogent.logicmonitor.com/prod27.ld5.logicmonitor.net 12/0/0/14/26 200 196 - - ---- 198/198/0/1/0 0/0 {hogent.logicmonitor.com|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:60.0) Gecko/20100101 Firefox/60.0} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p04.ld5.prod"
"1528796925000","06/12/2018 17:48:45.000 +0800","Jun 12 02:48:45 localhost haproxy[90030]: 193.104.63.60:34775 [12/Jun/2018:02:48:37.725] ft_lm_customer_ssl~ schroders.logicmonitor.com/prod08.ld5.logicmonitor.net 8017/0/0/21/8038 200 196 - - ---- 411/411/1/2/0 0/0 {schroders.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p01.ld5.prod"
"1528788579000","06/12/2018 15:29:39.000 +0800","Jun 12 00:29:39 localhost haproxy[192368]: 176.74.162.79:49860 [12/Jun/2018:00:29:39.757] ft_lm_customer_ssl~ peer1support.logicmonitor.com/prod73.dc4.logicmonitor.net 105/0/0/57/162 200 196 - - ---- 309/309/0/1/0 0/0 {peer1support.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; WOW64; rv:60.0) Gecko/20100101 Firefox/60.0} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p07.dc4.prod"
"1528787694000","06/12/2018 15:14:54.000 +0800","Jun 12 00:14:54 localhost haproxy[17283]: 74.201.65.12:15680 [12/Jun/2018:00:14:54.376] ft_lm_customer_ssl~ qapr.logicmonitor.com/santaba-i-065bdacab7f51dffb.us-west-1.logicmonitor.net 199/0/0/10/209 200 195 - - ---- 28/28/0/1/0 0/0 {qapr.logicmonitor.com|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore HTTP/1.1"" pod=p01.us-west-1.qa"
"1528787684000","06/12/2018 15:14:44.000 +0800","Jun 12 00:14:44 localhost haproxy[17283]: 74.201.65.12:43151 [12/Jun/2018:00:14:37.042] ft_lm_customer_ssl~ qapr.logicmonitor.com/santaba-i-065bdacab7f51dffb.us-west-1.logicmonitor.net 7091/0/0/55/7146 200 195 - - ---- 23/23/0/1/0 0/0 {qapr.logicmonitor.com|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore HTTP/1.1"" pod=p01.us-west-1.qa"
"1528753984000","06/12/2018 05:53:04.000 +0800","Jun 11 14:53:04 localhost haproxy[47120]: 50.247.122.109:6590 [11/Jun/2018:14:53:04.751] ft_lm_customer_ssl~ kinetix.logicmonitor.com/prod41.la3.logicmonitor.net 118/0/0/9/127 200 196 - - ---- 533/533/1/2/0 0/0 {kinetix.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p04.la3.prod"
"1528753779000","06/12/2018 05:49:39.000 +0800","Jun 11 14:49:39 localhost haproxy[146978]: 205.234.237.186:22042 [11/Jun/2018:14:49:34.790] ft_lm_customer_ssl~ servercentral.logicmonitor.com/prod77.dc4.logicmonitor.net 4744/0/0/5/4749 200 196 - - ---- 533/533/0/1/0 0/0 {servercentral.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p01.dc7.prod"
"1528752522000","06/12/2018 05:28:42.000 +0800","Jun 11 14:28:42 localhost haproxy[154451]: 63.239.150.254:37442 [11/Jun/2018:14:28:37.155] ft_lm_customer_ssl~ lewan.logicmonitor.com/prod39.dc4.logicmonitor.net 5272/0/0/19/5291 200 196 - - ---- 391/391/0/1/0 0/0 {lewan.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p12.dc4.prod"
"1528747530000","06/12/2018 04:05:30.000 +0800","Jun 11 13:05:30 localhost haproxy[161158]: 204.156.174.18:9704 [11/Jun/2018:13:05:21.270] ft_lm_customer_ssl~ keystone.logicmonitor.com/prod45.la3.logicmonitor.net 8757/0/0/10/8767 200 196 - - ---- 484/484/0/1/0 0/0 {keystone.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p05.la3.prod"
"1528744504000","06/12/2018 03:15:04.000 +0800","Jun 11 12:15:04 localhost haproxy[20916]: 65.152.82.154:9265 [11/Jun/2018:12:15:04.689] ft_lm_customer_ssl~ virmedica.logicmonitor.com/prod33.la3.logicmonitor.net 94/0/0/10/104 200 196 - - ---- 328/328/0/1/0 0/0 {virmedica.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p03.la3.prod"
"1528742838000","06/12/2018 02:47:18.000 +0800","Jun 11 11:47:18 localhost haproxy[441656]: 199.16.60.1:54869 [11/Jun/2018:11:47:17.073] ft_lm_customer_ssl~ align.logicmonitor.com/prod39.dc4.logicmonitor.net 1500/0/0/5/1505 200 196 - - ---- 389/389/0/1/0 0/0 {align.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p12.dc4.prod"
"1528740387000","06/12/2018 02:06:27.000 +0800","Jun 11 11:06:27 localhost haproxy[19338]: 208.4.61.130:38680 [11/Jun/2018:11:06:27.845] ft_lm_customer_ssl~ penfed.logicmonitor.com/prod59.dc4.logicmonitor.net 15/0/1/12/28 200 196 - - ---- 287/287/0/1/0 0/0 {penfed.logicmonitor.com|Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p15.dc4.prod"
"1528739800000","06/12/2018 01:56:40.000 +0800","Jun 11 10:56:40 localhost haproxy[441664]: 24.75.41.98:64278 [11/Jun/2018:10:56:40.855] ft_lm_customer_ssl~ nfta.logicmonitor.com/prod39.dc4.logicmonitor.net 26/0/0/15/41 200 196 - - ---- 413/413/0/1/0 0/0 {nfta.logicmonitor.com|Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p12.dc4.prod"
"1528722674000","06/11/2018 21:11:14.000 +0800","Jun 11 06:11:14 localhost haproxy[154809]: 107.77.200.55:5647 [11/Jun/2018:06:11:06.584] ft_lm_customer_ssl~ cma.logicmonitor.com/prod77.dc4.logicmonitor.net 8146/0/0/17/8163 200 196 - - ---- 499/499/0/1/0 0/0 {cma.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p01.dc7.prod"
"1528703042000","06/11/2018 15:44:02.000 +0800","Jun 11 00:44:02 localhost haproxy[315750]: 94.107.244.129:27906 [11/Jun/2018:00:44:02.692] ft_lm_customer_ssl~ xylos.logicmonitor.com/prod29.ld5.logicmonitor.net 60/0/0/14/74 200 196 - - ---- 161/161/0/1/0 0/0 {xylos.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p04.ld5.prod"
"1528558762000","06/09/2018 23:39:22.000 +0800","Jun  9 08:39:22 localhost haproxy[12696]: 72.197.7.174:32321 [09/Jun/2018:08:39:11.823] ft_lm_customer_ssl~ tekscape.logicmonitor.com/prod42.la3.logicmonitor.net 10867/0/0/10/10877 200 196 - - ---- 468/468/0/1/0 0/0 {tekscape.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p05.la3.prod"
"1528503723000","06/09/2018 08:22:03.000 +0800","Jun  8 17:22:03 localhost haproxy[53869]: 216.219.125.1:58206 [08/Jun/2018:17:21:59.311] ft_lm_customer_ssl~ logmein.logicmonitor.com/demo02.dc4.logicmonitor.net 3781/0/0/8/3789 200 196 - - ---- 138/138/0/1/0 0/0 {logmein.logicmonitor.com|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:60.0) Gecko/20100101 Firefox/60.0} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p01.dc4.demo"
"1528503718000","06/09/2018 08:21:58.000 +0800","Jun  8 17:21:58 localhost haproxy[53869]: 216.219.125.1:58206 [08/Jun/2018:17:21:49.454] ft_lm_customer_ssl~ logmein.logicmonitor.com/demo02.dc4.logicmonitor.net 9095/0/0/20/9115 200 196 - - ---- 141/141/0/1/0 0/0 {logmein.logicmonitor.com|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:60.0) Gecko/20100101 Firefox/60.0} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p01.dc4.demo"
"1528489083000","06/09/2018 04:18:03.000 +0800","Jun  8 13:18:03 localhost haproxy[387234]: 162.223.160.33:15488 [08/Jun/2018:13:18:02.699] ft_lm_customer_ssl~ pinnacol.logicmonitor.com/prod32.dc4.logicmonitor.net 565/0/0/14/579 200 196 - - ---- 233/233/0/1/0 0/0 {pinnacol.logicmonitor.com|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p10.dc4.prod"
"1528464806000","06/08/2018 21:33:26.000 +0800","Jun  8 06:33:26 localhost haproxy[25710]: 99.34.29.225:56011 [08/Jun/2018:06:33:26.475] ft_lm_customer_ssl~ semaphoreco.logicmonitor.com/prod57.dc4.logicmonitor.net 152/0/0/18/170 200 196 - - ---- 164/164/0/1/0 0/0 {semaphoreco.logicmonitor.com|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0} ""POST /santaba/rest/recyclebin/recycles/batchrestore?_scope=internal HTTP/1.1"" pod=p14.dc4.prod"
